TOPIC,TAXONOMY,CLASSIFICATION,GROUP,SUBGROUP,TIME_PERIOD,ESTIMATE,ESTIMATE_LCI,ESTIMATE_UCI,Barrier_Type
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"Other races, non-Hispanic",2022,5.2,4.1,6.4,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"Other races, non-Hispanic",2023,5.4,4.3,6.6,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"Other races, non-Hispanic",2024,6.1,5.1,7.3,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sex,Female,2019,10.3,9.7,10.9,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sex,Female,2020,8.7,8.1,9.3,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sex,Female,2021,7.9,7.4,8.4,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sex,Female,2022,7.8,7.3,8.4,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sex,Female,2023,7.9,7.4,8.5,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sex,Female,2024,9.6,9.0,10.2,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sex,Male,2019,7.8,7.2,8.3,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sex,Male,2020,6.3,5.7,6.8,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sex,Male,2021,6.3,5.8,6.8,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sex,Male,2022,6.2,5.7,6.7,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sex,Male,2023,6.4,5.9,6.9,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sex,Male,2024,7.5,7.0,8.1,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Bisexual,2019,21.6,17.3,26.3,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Bisexual,2020,19.0,14.5,24.2,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Bisexual,2021,20.2,16.3,24.7,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Bisexual,2022,16.2,12.7,20.3,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Bisexual,2023,17.2,13.8,21.0,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Bisexual,2024,23.1,19.3,27.2,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Gay or Lesbian,2019,6.7,4.3,9.9,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Gay or Lesbian,2020,9.8,6.2,14.6,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Gay or Lesbian,2021,9.9,6.7,13.8,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Gay or Lesbian,2022,8.1,5.5,11.5,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Gay or Lesbian,2023,8.6,6.1,11.7,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Gay or Lesbian,2024,10.4,7.8,13.4,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Straight,2019,8.8,8.3,9.2,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Straight,2020,7.1,6.7,7.6,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Straight,2021,6.7,6.3,7.0,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Straight,2022,6.5,6.1,6.9,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Straight,2023,6.7,6.4,7.1,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Straight,2024,7.9,7.5,8.3,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Veteran status,Veteran,2019,5.5,4.5,6.7,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Veteran status,Veteran,2020,4.5,3.5,5.6,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Veteran status,Veteran,2021,4.2,3.3,5.3,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Veteran status,Veteran,2022,4.0,3.1,5.1,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Veteran status,Veteran,2023,3.9,3.0,5.0,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Veteran status,Veteran,2024,5.2,4.1,6.4,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Veteran status,Non-veteran,2019,9.3,8.9,9.8,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Veteran status,Non-veteran,2020,7.8,7.3,8.2,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Veteran status,Non-veteran,2021,7.4,7.0,7.8,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Veteran status,Non-veteran,2022,7.2,6.8,7.6,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Veteran status,Non-veteran,2023,7.5,7.1,7.9,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Demographic Characteristic,Veteran status,Non-veteran,2024,8.9,8.5,9.4,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Large MSA,2019,8.5,7.9,9.1,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Large MSA,2020,7.0,6.4,7.6,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Large MSA,2021,6.4,6.0,6.9,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Large MSA,2022,7.0,6.4,7.5,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Large MSA,2023,6.6,6.2,7.1,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Large MSA,2024,8.0,7.5,8.6,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Small MSA,2019,9.7,8.9,10.5,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Small MSA,2020,8.2,7.5,8.9,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Small MSA,2021,7.5,6.8,8.3,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Small MSA,2022,6.8,6.2,7.5,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Small MSA,2023,8.2,7.4,9.0,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Small MSA,2024,10.0,9.2,10.9,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Non-MSA,2019,9.8,8.6,11.1,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Non-MSA,2020,8.2,7.0,9.5,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Non-MSA,2021,9.2,8.1,10.3,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Non-MSA,2022,7.8,6.7,8.9,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Non-MSA,2023,7.2,6.2,8.3,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Metropolitan statistical area,Non-MSA,2024,7.7,6.9,8.5,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Region,Northeast,2019,6.3,5.5,7.2,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Region,Northeast,2020,5.4,4.5,6.4,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Region,Northeast,2021,4.7,3.9,5.6,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Region,Northeast,2022,5.5,4.7,6.4,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Region,Northeast,2023,4.5,3.8,5.2,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Region,Northeast,2024,6.3,5.5,7.2,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Region,Midwest,2019,8.4,7.5,9.4,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Region,Midwest,2020,7.9,7.1,8.9,Delayed Care
Delayed getting medical care due to cost among adults,Healthcare access and quality,Geographic Characteristic,Region,Midwest,2021,7.5,6.7,8.4,Delayed Care
